fips,Week_end,PRCP_mean,SNOW_mean,TMAXDELTA,TMINDELTA,COVID19-related_value,COVID19_value,influenza_value,s01_value,s02_value,s03_value,s04_value,s05_value,s06_value,scontrol_value,total_admissions
1,2021-01-02,171.28571428571428,0.0,52.25,38.0,8.141318576785714,3.0802301428571432,0.0319692678571428,1.767436232142857,2.8827721053571427,1.0960969392857145,0.753262119642857,0.506309532142857,0.7393282232142857,3.855948982142857,0.0
1,2021-01-09,0.0,0.0,78.72222222222221,52.333333333333336,7.258026527380952,2.938823047619048,0.0319233261904761,1.7005187119047618,2.743968251190476,1.0622278976190476,0.7479655654761904,0.4613038595238095,0.7065362678571429,3.933244902380952,40.0
1,2021-01-16,30.142857142857142,0.0,79.77777777777777,49.66666666666666,5.938738142857143,2.748131380952381,0.027370638095238,1.6156462619047618,2.543514733333333,1.0320952428571426,0.7507908238095237,0.4002720999999999,0.6670294761904761,4.127768719047619,40.0
1,2021-01-23,30.714285714285715,0.0,95.77777777777776,93.33333333333331,5.223178571428572,2.4399705238095235,0.0203578238095237,1.5306292571428572,2.3931519333333333,1.013115657142857,0.7416326571428572,0.3373015809523809,0.6632426333333333,4.198476195238096,38.0
1,2021-01-30,68.14285714285714,0.0,92.66666666666669,121.66666666666669,4.830374380952381,2.0825700476190474,0.0159690761904761,1.5082312904761903,2.362505676190477,1.0140816333333331,0.7443877571428571,0.3028117904761904,0.6949660047619047,4.2595646333333335,45.0
1,2021-02-06,82.57142857142856,0.0,88.33333333333333,127.22222222222224,4.1979628571428576,1.6432714285714285,0.0185377142857142,1.505459180952381,2.328299328571429,0.994326538095238,0.7453316333333334,0.2672108857142857,0.7279591904761905,4.268884371428572,28.0
1,2021-02-13,54.42857142857143,0.0,123.44444444444444,120.44444444444446,3.5457508095238097,1.3099457142857145,0.0195793666666666,1.4864115523809522,2.297970528571429,0.9369115666666666,0.7198724523809524,0.2308616714285714,0.7423809523809523,4.210966,27.0
1,2021-02-20,201.85714285714283,0.0,135.11111111111111,100.11111111111111,2.93304790952381,1.076524861904762,0.0174789333333333,1.4622789095238091,2.2351814095238094,0.896272119047619,0.703860542857143,0.2025623523809523,0.7339909238095239,4.20995919047619,19.0
1,2021-02-27,175.28571428571428,0.0,128.2222222222222,129.77777777777777,2.428900323809524,0.9152718,0.014567038095238,1.3922619095238091,2.100963714285714,0.8532516952380952,0.6865901238095238,0.1833786857142857,0.7009977380952382,4.1885306047619055,41.0
1,2021-03-06,14.428571428571429,0.0,111.7777777777778,129.88888888888889,1.925283152380952,0.7394443714285716,0.0167496523809523,1.3614455809523809,2.056043071428572,0.8455374142857144,0.6890050857142858,0.1669161047619047,0.6882312857142857,4.201578223809524,20.0
1,2021-03-13,143.28571428571428,0.0,77.66666666666667,133.66666666666666,1.5217989095238096,0.6202728714285713,0.0173488333333332,1.295697276190476,1.9513378571428568,0.8120272095238095,0.6757993095238094,0.1562584999999999,0.6670521476190476,4.089891142857144,19.0
1,2021-03-20,0.0,0.0,95.66666666666669,120.77777777777776,1.3289206904761903,0.5766395619047618,0.0149896952380952,1.2820578142857142,1.964319723809524,0.7916734714285715,0.6704932,0.151451238095238,0.6719954523809525,4.041047614285715,22.0
1,2021-03-27,250.28571428571428,0.0,86.33333333333333,123.88888888888889,1.209760757142857,0.5332794142857142,0.0104306714285713,1.2585544095238097,1.9415986333333333,0.7695918333333333,0.668146261904762,0.1524036238095237,0.6678458047619046,4.011646252380952,17.0
1,2021-04-03,337.8571428571429,0.0,109.44444444444444,114.1111111111111,1.1605941666666666,0.5229596714285715,0.0111583714285714,1.2988945428571428,2.043752833333333,0.7884217666666666,0.6823639476190477,0.1501814095238094,0.6843310571428572,4.023142857142857,11.0
1,2021-04-10,147.71428571428572,0.0,82.88888888888889,103.1111111111111,1.0961837714285716,0.4794640714285714,0.0125605095238094,1.354880942857143,2.111791380952381,0.8271836761904762,0.7027551047619047,0.1480952428571428,0.7014058904761905,4.036612238095239,18.0
1,2021-04-17,337.0,0.0,90.7777777777778,83.33333333333333,1.1427204,0.5218312428571429,0.0155579619047618,1.4654931952380952,2.263605442857143,0.8754285809523811,0.7315816380952381,0.1479365047619047,0.7461677952380953,4.037741495238096,19.0
1,2021-04-24,196.0,0.0,79.55555555555556,89.55555555555556,1.129974461904762,0.5341689857142857,0.0139480904761904,1.5819727904761904,2.390521542857143,0.9067619095238096,0.754940480952381,0.1500453380952381,0.7942176857142856,4.067333333333333,32.0
1,2021-05-01,262.0,0.0,77.66666666666667,89.33333333333333,1.115627323809524,0.5210301904761904,0.0135325523809523,1.660170076190476,2.484501138095238,0.9189796,0.7677295904761904,0.1498412619047618,0.8209070285714285,4.012911561904762,19.0
1,2021-05-08,55.142857142857146,0.0,67.33333333333333,105.44444444444446,1.1098674571428573,0.4872706333333332,0.0142536761904761,1.6973469476190477,2.503208628571429,0.9195646285714286,0.7673469333333335,0.1438321999999999,0.8187981857142858,3.965061219047619,9.0
1,2021-05-15,298.2857142857143,0.0,54.333333333333336,96.1111111111111,1.0778212904761906,0.4580024714285713,0.0201395571428571,1.726904776190476,2.521621323809524,0.9149659857142858,0.7721683666666667,0.1391156523809523,0.8123809523809523,3.955523804761905,19.0
1,2021-05-22,135.0,0.0,54.333333333333336,82.11111111111111,1.026115061904762,0.4341443047619047,0.0201468095238095,1.7606122523809524,2.56153061904762,0.9050204047619048,0.7821853714285715,0.135668938095238,0.8096598666666668,4.020843538095238,15.0
1,2021-05-29,0.4285714285714285,0.0,54.77777777777777,71.66666666666667,0.929571761904762,0.3918386095238095,0.0183462761904761,1.758690476190476,2.545770976190476,0.8877823142857143,0.7748894571428572,0.1338548809523809,0.7939455809523809,4.092775504761906,16.0
1,2021-06-05,63.85714285714286,0.0,51.888888888888886,71.88888888888887,0.8746427047619049,0.3721712095238095,0.0127249047619047,1.7009863999999997,2.452018142857143,0.8605034047619048,0.7615391095238095,0.1330612238095237,0.7669841333333333,4.199469385714285,20.0
1,2021-06-12,143.0,0.0,55.44444444444444,60.77777777777777,0.8182714666666667,0.3566651238095238,0.0124393047619046,1.6303401333333332,2.376780047619048,0.8547755190476191,0.7386904714285714,0.129682538095238,0.741678,4.276952385714285,19.0
1,2021-06-19,172.0,0.0,59.22222222222222,52.66666666666666,0.7605916523809525,0.3554942952380952,0.0106454523809523,1.565357142857143,2.329580504761905,0.8417142952380953,0.7256122380952381,0.1314965952380951,0.7290249428571428,4.350367357142857,20.0
1,2021-06-26,442.8571428571429,0.0,56.0,40.66666666666666,0.8404610380952381,0.3422994761904761,0.0111523619047618,1.5278401285714285,2.336916104761905,0.8435510333333333,0.7046513619047619,0.1302267571428571,0.7258956904761904,4.375619052380952,13.0
1,2021-07-03,233.42857142857144,0.0,51.77777777777777,44.333333333333336,0.8816182571428572,0.3750154142857143,0.0112644952380952,1.503146257142857,2.347641728571429,0.8338231333333335,0.6800085095238096,0.1329024857142856,0.7349206428571429,4.366340133333333,18.0
